time,G(i),H_sun,T2m,WS10m,Int
20200718:1611,253.25,34.65,15.21,5.17,0
20200718:1711,101.45,26.31,14.92,5.03,0
20200718:1811,30.1,17.93,14.46,4.97,0
20200718:1911,22.8,9.9,13.81,4.48,0
20200718:2011,5.02,2.54,12.87,4.55,0
20200718:2111,0,0,11.86,4.55,0
20200718:2211,0,0,11.03,4.69,0
20200718:2311,0,0,10.42,4.69,0
20200719:0011,0,0,9.94,4.76,0
20200719:0111,0,0,9.63,4.69,0
20200719:0211,0,0,9.32,4.55,0
20200719:0311,0,0,8.98,4.41,0
20200719:0411,0,0,8.61,4.21,0
20200719:0511,24.17,8.53,8.67,4.14,0
20200719:0611,39.22,16.49,9.28,4.48,0
20200719:0711,54.26,24.84,10.25,4.83,0
20200719:0811,243.99,33.21,11.47,5.31,0
20200719:0911,373.94,41.16,12.56,5.38,0
20200719:1011,261.6,48.05,13.21,5.38,0
20200719:1111,172.18,53.02,13.53,5.24,0
20200719:1211,361.7,55.04,13.73,5.03,0
20200719:1311,167.66,53.56,13.66,5.17,0
20200719:1411,173.8,49,14.24,6,0
20200719:1511,298.32,42.34,13.99,5.93,0
20200719:1611,270.46,34.51,13.98,6.07,0
20200719:1711,116.5,26.18,13.86,6.21,0
20200719:1811,35.57,17.8,13.27,5.79,0
20200719:1911,29.18,9.76,13.01,5.1,0
20200719:2011,4.1,2.4,12.12,4.97,0
20200719:2111,0,0,11.13,4.9,0
20200719:2211,0,0,10.38,4.83,0
20200719:2311,0,0,9.85,4.83,0
20200720:0011,0,0,9.44,4.62,0
20200720:0111,0,0,9.06,4.48,0
20200720:0211,0,0,8.87,4.48,0
20200720:0311,0,0,8.51,4.34,0
20200720:0411,0,0,8.52,4.28,0
20200720:0511,17.33,8.37,8.63,4.21,0
20200720:0611,51.98,16.33,9.24,4.14,0
20200720:0711,86.64,24.68,10.34,4.41,0
20200720:0811,201.22,33.05,11.29,4.62,0
20200720:0911,290.01,40.99,12.32,4.9,0
20200720:1011,122.69,47.88,12.89,4.69,0
20200720:1111,86.78,52.84,13.32,4.76,0
20200720:1211,360.15,54.85,13.55,4.83,0
20200720:1311,287.71,53.38,13.89,5.03,0
20200720:1411,289.63,48.84,14.37,5.31,0
20200720:1511,204.36,42.19,14.3,5.17,0
20200720:1611,92.17,34.37,13.81,4.97,0
20200720:1711,84.52,26.04,13.57,5.31,0
20200720:1811,43.78,17.66,12.98,5.03,0
20200720:1911,24.17,9.61,12.71,4.62,0
20200720:2011,0,0,12.02,4.69,0
20200720:2111,0,0,11.27,4.69,0
20200720:2211,0,0,10.72,4.62,0
20200720:2311,0,0,10.2,4.69,0
20200721:0011,0,0,9.69,4.55,0
20200721:0111,0,0,9.18,4.41,0
20200721:0211,0,0,8.78,4.28,0
20200721:0311,0,0,8.43,4.21,0
20200721:0411,0,0,8.22,4.14,0
20200721:0511,23.71,8.21,8.15,4,0
20200721:0611,43.78,16.17,8.74,3.93,0
20200721:0711,45.14,24.52,9.83,4.21,0
20200721:0811,247.75,32.89,10.92,4.07,0
20200721:0911,375.37,40.83,11.94,3.72,0
20200721:1011,357.43,47.71,12.95,3.52,0
20200721:1111,570.75,52.65,13.8,3.31,0
20200721:1211,590.62,54.66,14.36,2.83,0
20200721:1311,599.2,53.2,14.69,2.14,0
20200721:1411,485.05,48.67,14.93,1.52,0
20200721:1511,197.56,42.04,15.1,1.24,0
20200721:1611,153.02,34.23,14.84,0.97,0
20200721:1711,107.5,25.9,14.82,1.1,0
20200721:1811,59.74,17.52,14.72,1.17,0
20200721:1911,10.94,9.46,14.27,0.97,0
20200721:2011,0,0,13.59,0.97,0
20200721:2111,0,0,12.87,1.38,0
20200721:2211,0,0,12.44,1.79,0
20200721:2311,0,0,12.19,2,0
20200722:0011,0,0,11.91,2.07,0
20200722:0111,0,0,11.65,2,0
20200722:0211,0,0,11.21,2.07,0
20200722:0311,0,0,10.96,2.28,0
20200722:0411,0,0,10.99,2.41,0
20200722:0511,5.02,8.04,10.98,2.62,0
20200722:0611,19.61,16.01,11.01,2.55,0
20200722:0711,32.38,24.36,10.94,2.48,0
20200722:0811,51.47,32.73,10.93,2.76,0
20200722:0911,41.89,40.66,11.25,3.17,0
20200722:1011,74.81,47.52,11.67,3.24,0
20200722:1111,86.18,52.46,11.91,3.24,0
20200722:1211,147.23,54.47,12.51,3.03,0
20200722:1311,97.56,53.02,12.97,3.38,0
20200722:1411,97.56,48.5,13.26,4,0
20200722:1511,129.44,41.88,13.3,3.24,0
20200722:1611,106.47,34.08,13.69,4.07,0
20200722:1711,79.14,25.75,13.61,3.31,0
20200722:1811,50.16,17.36,13.8,3.17,0
20200722:1911,15.96,9.31,13.85,3.17,0
20200722:2011,0,0,13.71,2.97,0
20200722:2111,0,0,13.56,2.97,0
20200722:2211,0,0,13.3,3.03,0
20200722:2311,0,0,13.05,3.03,0
20200723:0011,0,0,12.84,3.1,0
20200723:0111,0,0,13.05,3.1,0
20200723:0211,0,0,13.11,2.83,0
20200723:0311,0,0,13.16,2.62,0
20200723:0411,0,0,13.25,2.62,0
20200723:0511,3.65,7.86,13.13,2.76,0
20200723:0611,45.6,15.84,13.27,3.31,0
20200723:0711,38.76,24.19,13.34,2.14,0
20200723:0811,120.42,32.56,13.65,2.69,0
20200723:0911,98.75,40.48,13.82,2.83,0
20200723:1011,135.26,47.34,13.98,2.69,0
20200723:1111,247.24,52.26,14.24,2.83,0
20200723:1211,364.43,54.27,14.54,2.97,0
20200723:1311,317.99,52.82,14.73,2.97,0
20200723:1411,150.82,48.32,16.4,3.03,0
20200723:1511,323.68,41.71,17.39,3.24,0
20200723:1611,271.31,33.92,17.73,3.72,0
20200723:1711,98.98,25.59,17.6,4.21,0
20200723:1811,38.3,17.21,17.1,3.72,0
20200723:1911,22.34,9.15,16.83,3.38,0
20200723:2011,0,0,15.78,3.72,0
20200723:2111,0,0,14.58,3.93,0
20200723:2211,0,0,13.66,3.72,0
20200723:2311,0,0,12.98,3.17,0
20200724:0011,0,0,12.36,2.62,0
20200724:0111,0,0,11.96,2.14,0
20200724:0211,0,0,11.53,1.79,0
20200724:0311,0,0,11.48,1.38,0
20200724:0411,0,0,11.44,0.97,0
20200724:0511,4.1,7.69,11.48,0.48,0
20200724:0611,49.7,15.67,11.92,0.07,0
20200724:0711,65.66,24.02,12.18,0.69,0
20200724:0811,172.01,32.39,12.44,0.83,0
20200724:0911,269.04,40.3,12.98,0.83,0
20200724:1011,213.81,47.15,13.34,1.72,0
20200724:1111,207.84,52.06,13.97,2.34,0
20200724:1211,305.06,54.06,14.76,2.48,0
20200724:1311,336.15,52.62,15.71,2.55,0
20200724:1411,314.81,48.13,16.04,2.62,0
20200724:1511,286.85,41.54,16.51,3.03,0
20200724:1611,187.67,33.75,16.63,3.45,0
20200724:1711,54.46,25.43,16.41,3.31,0
20200724:1811,41.95,17.05,15.75,3.1,0
20200724:1911,4.1,8.98,15.12,3.52,0
20200724:2011,0,0,14.39,3.17,0
20200724:2111,0,0,13.72,3.17,0
20200724:2211,0,0,13.57,3.31,0
20200724:2311,0,0,13.75,3.79,0
20200725:0011,0,0,13.67,3.93,0
20200725:0111,0,0,13.52,3.86,0
20200725:0211,0,0,13.5,4.28,0
20200725:0311,0,0,13.68,4.34,0
20200725:0411,0,0,13.87,4.21,0
20200725:0511,8.66,7.51,13.97,4.14,0
20200725:0611,47.42,15.49,14.16,4.21,0
20200725:0711,73.87,23.85,14.45,3.66,0
20200725:0811,165.61,32.21,14.84,3.31,0
20200725:0911,226.2,40.12,15.02,3.93,0
20200725:1011,162.22,46.96,15.77,4.28,0
20200725:1111,203.52,51.86,15.63,4.97,0
20200725:1211,357.92,53.85,15.85,5.59,0
20200725:1311,250.47,52.42,16.43,6.14,0
20200725:1411,399.06,47.94,16.78,5.59,0
20200725:1511,242.96,41.36,16.87,5.38,0
20200725:1611,176.21,33.58,16.44,5.03,0
20200725:1711,127.68,25.26,15.97,4.76,0
20200725:1811,30.55,16.88,15.48,4.41,0
20200725:1911,12.77,8.81,15.26,4,0
20200725:2011,0,0,14.62,3.59,0
20200725:2111,0,0,13.83,3.24,0
20200725:2211,0,0,13.24,3.17,0
20200725:2311,0,0,12.56,3.24,0
20200726:0011,0,0,12.13,3.1,0
20200726:0111,0,0,11.63,2.97,0
20200726:0211,0,0,11.44,3.1,0
20200726:0311,0,0,11.4,3.24,0
20200726:0411,0,0,11.48,3.38,0
20200726:0511,18.7,7.32,11.55,3.52,0
20200726:0611,36.94,15.32,11.74,3.93,0
20200726:0711,65.21,23.68,12.25,5.17,0
20200726:0811,250.61,32.03,13.44,5.79,0
20200726:0911,341.18,39.94,14.28,6.07,0
20200726:1011,316.96,46.76,14.72,6.07,0
20200726:1111,343.21,51.65,15.38,6.21,0
20200726:1211,190.47,53.64,14.97,6.34,0
20200726:1311,186.17,52.21,14.75,6.34,0
20200726:1411,237.84,47.74,14.97,5.72,0
20200726:1511,214.63,41.18,15.67,5.79,0
20200726:1611,250.28,33.41,15.64,5.59,0
20200726:1711,119.7,25.09,15.42,5.17,0
20200726:1811,53.81,16.7,15.05,4.21,0
20200726:1911,24.62,8.63,14.28,3.38,0
20200726:2011,0,0,13.55,3.1,0
20200726:2111,0,0,12.73,2.55,0
20200726:2211,0,0,12.07,2.28,0
20200726:2311,0,0,11.72,2.21,0
20200727:0011,0,0,11.55,2.34,0
20200727:0111,0,0,11.67,2.69,0
20200727:0211,0,0,11.52,2.69,0
20200727:0311,0,0,11.56,2.9,0
20200727:0411,0,0,11.54,2.9,0
20200727:0511,11.86,7.14,11.77,2.62,0
20200727:0611,11.86,15.13,11.94,2.69,0
20200727:0711,44.29,23.5,12.19,3.72,0
20200727:0811,77.8,31.85,12.49,4.69,0
20200727:0911,98.15,39.75,12.71,4.9,0
20200727:1011,116.71,46.56,13.44,4.21,0
20200727:1111,174.95,51.43,13.81,4.55,0
20200727:1211,47.88,53.41,13.4,5.31,0
20200727:1311,120.9,51.99,13.17,5.59,0
20200727:1411,70.02,47.54,13.29,4.76,0
20200727:1511,185.94,40.99,14.33,4.9,0
20200727:1611,259.5,33.23,15.15,4.07,0
20200727:1711,114,24.91,14.58,5.31,0
20200727:1811,35.57,16.52,13.29,7.03,0
20200727:1911,20.98,8.44,11.81,8.76,0
20200727:2011,0,0,11.03,8.41,0
20200727:2111,0,0,10.75,7.79,0
20200727:2211,0,0,10.62,6.83,0
20200727:2311,0,0,10.5,6.62,0
20200728:0011,0,0,10.55,6.83,0
20200728:0111,0,0,10.15,7.17,0
20200728:0211,0,0,9.75,7.59,0
20200728:0311,0,0,9.37,7.79,0
20200728:0411,0,0,9.02,7.79,0
20200728:0511,17.33,6.95,8.79,7.79,0
20200728:0611,27.36,14.95,9.05,7.1,0
20200728:0711,70.91,23.32,10.17,8.41,0
20200728:0811,256.92,31.67,11.2,8.55,0
20200728:0911,430.95,39.56,12.1,8.41,0
20200728:1011,562.68,46.35,12.9,8.55,0
20200728:1111,633.95,51.21,13.15,8.07,0
20200728:1211,700.73,53.19,13.44,8.41,0
20200728:1311,697.61,51.77,13.52,8.55,0
20200728:1411,481.08,47.33,13.37,8.76,0
20200728:1511,197.73,40.79,13.66,8.97,0
20200728:1611,216.21,33.04,13.58,9.17,0
20200728:1711,127.32,24.73,13.59,9.38,0
20200728:1811,32.83,16.34,12.94,8.07,0
20200728:1911,23.71,8.25,12.36,7.79,0
20200728:2011,0,0,11.55,7.86,0
20200728:2111,0,0,10.82,7.31,0
20200728:2211,0,0,10.36,6.97,0
20200728:2311,0,0,9.93,6.83,0
20200729:0011,0,0,9.61,6.69,0
20200729:0111,0,0,9.36,6.41,0
20200729:0211,0,0,9.21,6.14,0
20200729:0311,0,0,9.05,5.86,0
20200729:0411,0,0,8.9,5.79,0
20200729:0511,19.61,6.76,8.91,5.79,0
20200729:0611,37.39,14.76,9.42,5.31,0
20200729:0711,110.65,23.13,10.39,6,0
20200729:0811,178.76,31.48,11.45,6.41,0
20200729:0911,84.39,39.36,12.39,5.93,0
20200729:1011,107.73,46.15,13.1,5.79,0
20200729:1111,373.3,50.99,13.3,5.45,0
20200729:1211,281.56,52.95,13.63,5.24,0
20200729:1311,192.6,51.54,13.82,5.1,0
20200729:1411,317.42,47.12,14.05,4.97,0
20200729:1511,340.81,40.59,14.48,4.83,0
20200729:1611,197.88,32.85,14.61,4.41,0
20200729:1711,129.12,24.54,14.71,4.21,0
20200729:1811,44.23,16.15,14.18,3.86,0
20200729:1911,17.78,8.05,13.11,3.38,0
20200729:2011,0,0,12.1,3.1,0
20200729:2111,0,0,11.28,3.03,0
20200729:2211,0,0,10.5,2.9,0
20200729:2311,0,0,9.59,2.48,0
20200730:0011,0,0,8.83,2.62,0
20200730:0111,0,0,8.97,2.41,0
20200730:0211,0,0,8.64,2.14,0
20200730:0311,0,0,8.36,2,0
20200730:0411,0,0,8.63,1.66,0
20200730:0511,3.19,6.56,9.22,1.45,0
20200730:0611,19.61,14.57,9.75,1.66,0
20200730:0711,65.83,22.94,10.99,1.59,0
20200730:0811,141.35,31.29,11.33,1.86,0
20200730:0911,95.76,39.16,12.05,2.34,0
20200730:1011,151.24,45.93,12.23,2.34,0
20200730:1111,245.86,50.76,12.64,2.62,0
20200730:1211,131.67,52.72,12.87,2.76,0
20200730:1311,108.93,51.31,13.46,2.9,0
20200730:1411,128.08,46.89,14.9,3.45,0
20200730:1511,75.41,40.38,16.13,3.59,0
20200730:1611,36.51,32.65,16.34,3.03,0
20200730:1711,41.89,24.34,16.23,2.62,0
20200730:1811,25.54,15.95,16.11,2.48,0
20200730:1911,5.93,7.85,15.28,2.34,0
20200730:2011,0,0,14.84,2.48,0
20200730:2111,0,0,14.14,2.55,0
20200730:2211,0,0,13.6,2.69,0
20200730:2311,0,0,13.67,2.83,0
20200731:0011,0,0,13.71,2.97,0
20200731:0111,0,0,13.58,3.1,0
20200731:0211,0,0,13.67,3.24,0
20200731:0311,0,0,13.69,3.24,0
20200731:0411,0,0,13.6,3.17,0
20200731:0511,16.42,6.36,13.5,3.17,0
20200731:0611,32.83,14.38,14.31,2.97,0
20200731:0711,82.5,22.75,15.72,2.55,0
20200731:0811,258.8,31.1,17.65,2.76,0
20200731:0911,426.97,38.96,19.28,3.31,0
20200731:1011,506.1,45.72,20.64,4.14,0
20200731:1111,676.55,50.53,21.79,5.03,0
20200731:1211,692.62,52.47,22.67,5.52,0
20200731:1311,653.02,51.07,23.27,5.66,0
20200731:1411,601.07,46.67,23.73,5.66,0
20200731:1511,420.02,40.17,23.95,5.66,0
20200731:1611,187.22,32.44,24,5.45,0
20200731:1711,26.93,24.14,23.93,4.83,0
20200731:1811,20.06,15.75,23.41,4.07,0
20200731:1911,5.47,7.64,21.57,3.1,0
20200731:2011,0,0,19.95,3.38,0
20200731:2111,0,0,18.55,3.72,0
20200731:2211,0,0,17.51,3.79,0
20200731:2311,0,0,16.78,3.79,0
20200801:0011,0,0,16.28,3.72,0
20200801:0111,0,0,15.86,3.72,0
20200801:0211,0,0,15.58,3.72,0
20200801:0311,0,0,15.29,3.79,0
20200801:0411,0,0,14.65,3.86,0
20200801:0511,16.87,6.16,14.28,4,0
20200801:0611,38.3,14.19,14.23,4.21,0
20200801:0711,90.95,22.56,14.52,4.21,0
20200801:0811,193.64,30.9,14.81,4.07,0
20200801:0911,330.69,38.75,15.31,4.07,0
20200801:1011,286.32,45.5,15.67,4.14,0
20200801:1111,358.88,50.29,16.1,4.34,0
20200801:1211,317.44,52.23,16.48,4.48,0
20200801:1311,233.46,50.82,16.46,4.28,0
20200801:1411,320.07,46.44,16.27,4.34,0
20200801:1511,264.41,39.95,16.28,4.48,0
20200801:1611,157,32.23,16.12,4.34,0
20200801:1711,76.23,23.94,15.99,4.34,0
20200801:1811,39.67,15.54,15.67,4.28,0
20200801:1911,18.24,7.43,14.7,3.72,0
20200801:2011,0,0,13.98,3.31,0
20200801:2111,0,0,13.21,3.17,0
20200801:2211,0,0,12.84,3.38,0
20200801:2311,0,0,12.39,3.52,0
20200802:0011,0,0,11.97,3.45,0
20200802:0111,0,0,11.39,3.24,0
20200802:0211,0,0,10.94,2.83,0
20200802:0311,0,0,10.62,2.69,0
20200802:0411,0,0,10.62,2.76,0
20200802:0511,5.47,5.96,10.74,2.83,0
20200802:0611,15.5,13.99,11.09,3.1,0
20200802:0711,99.84,22.37,11.42,3.72,0
20200802:0811,260.2,30.7,12.37,3.72,0
20200802:0911,358.38,38.55,13.16,3.86,0
20200802:1011,343.51,45.27,13.8,3.93,0
20200802:1111,495.22,50.05,14.56,3.93,0
20200802:1211,451.25,51.97,15.06,4.07,0
20200802:1311,184.6,50.57,15.02,4.48,0
20200802:1411,217.62,46.2,14.94,4.83,0
20200802:1511,401.1,39.72,14.97,4.9,0
20200802:1611,220.43,32.01,14.89,5.1,0
20200802:1711,111.72,23.72,14.26,4.83,0
20200802:1811,40.58,15.33,13.61,4.41,0
20200802:1911,20.98,7.21,13.52,3.79,0
20200802:2011,0,0,12.59,3.72,0
20200802:2111,0,0,11.77,3.79,0
20200802:2211,0,0,11,3.79,0
20200802:2311,0,0,10.37,3.79,0
20200803:0011,0,0,9.85,3.72,0
20200803:0111,0,0,9.34,3.66,0
20200803:0211,0,0,8.88,3.52,0
20200803:0311,0,0,8.68,3.45,0
20200803:0411,0,0,8.25,3.45,0
20200803:0511,15.5,5.75,8.07,3.52,0
20200803:0611,35.11,13.79,8.7,3.45,0
20200803:0711,93.24,22.17,9.64,3.86,0
20200803:0811,270.15,30.5,10.68,3.72,0
20200803:0911,426.42,38.33,11.68,3.72,0
20200803:1011,320.17,45.04,12.82,4,0
20200803:1111,551.15,49.8,13.69,4.07,0
20200803:1211,204.75,51.72,13.75,3.72,0
20200803:1311,154.26,50.32,13.97,3.79,0
20200803:1411,477.14,45.95,14.39,4.07,0
20200803:1511,484.41,39.49,14.46,3.93,0
20200803:1611,95.16,31.79,14.23,4,0
20200803:1711,125.05,23.5,14.12,4.07,0
20200803:1811,47.42,15.11,13.52,3.86,0
20200803:1911,11.86,6.99,12.99,3.66,0
20200803:2011,0,0,12.37,3.24,0
20200803:2111,0,0,11.56,3.17,0
20200803:2211,0,0,10.64,3.24,0
20200803:2311,0,0,9.91,3.1,0
20200804:0011,0,0,9.35,3.31,0
20200804:0111,0,0,9.6,3.31,0
20200804:0211,0,0,9.46,3.52,0
20200804:0311,0,0,9.57,3.66,0
20200804:0411,0,0,9.84,3.79,0
20200804:0511,2.28,5.54,10.23,4.07,0
20200804:0611,24.62,13.59,10.77,4.41,0
20200804:0711,19.15,21.97,11.01,4.76,0
20200804:0811,47.88,30.3,11.22,5.24,0
20200804:0911,54.46,38.12,11.58,6.07,0
20200804:1011,110.12,44.81,11.94,7.03,0
20200804:1111,96.96,49.55,12.21,7.45,0
20200804:1211,67.63,51.45,12.5,7.52,0
20200804:1311,131.67,50.06,12.87,7.24,0
20200804:1411,90.37,45.7,13.21,7.1,0
20200804:1511,54.46,39.26,13.57,7.52,0
20200804:1611,43.09,31.57,13.85,7.86,0
20200804:1711,83.82,23.28,14.23,7.93,0
20200804:1811,19.15,14.88,14.69,7.86,0
20200804:1911,11.4,6.76,15.24,8.9,0
20200804:2011,0,0,15.24,8.62,0
20200804:2111,0,0,15.16,8.07,0
20200804:2211,0,0,15.25,7.31,0
20200804:2311,0,0,15.25,6.69,0
20200805:0011,0,0,15.33,6.34,0
20200805:0111,0,0,15.41,5.72,0
20200805:0211,0,0,15.34,4.76,0
20200805:0311,0,0,15.04,4.14,0
20200805:0411,0,0,14.79,3.72,0
20200805:0511,1.82,5.33,14.6,3.45,0
20200805:0611,11.86,13.38,14.52,3.24,0
20200805:0711,31.72,21.77,14.86,3.03,0
20200805:0811,46.68,30.09,15.16,2.34,0
20200805:0911,83.79,37.9,15.43,2.41,0
20200805:1011,131.45,44.58,16.16,2.48,0
20200805:1111,156.54,49.3,16.42,2.76,0
20200805:1211,123.29,51.19,16.83,3.79,0
20200805:1311,116.11,49.79,16.61,3.93,0
20200805:1411,160.11,45.45,16.38,5.52,0
20200805:1511,105.93,39.01,16.73,6.07,0
20200805:1611,194.87,31.33,17.27,6.28,0
20200805:1711,90.88,23.05,17,5.17,0
20200805:1811,46.06,14.65,16.83,4.55,0
20200805:1911,2.74,6.52,16.67,4.41,0
20200805:2011,0,0,16.37,3.66,0
20200805:2111,0,0,16.02,3.1,0
20200805:2211,0,0,15.67,2.76,0
20200805:2311,0,0,15.35,2.69,0
20200806:0011,0,0,14.99,2.69,0
20200806:0111,0,0,14.48,3.03,0
20200806:0211,0,0,13.85,3.24,0
20200806:0311,0,0,13.2,3.31,0
20200806:0411,0,0,12.34,3.17,0
20200806:0511,13.22,5.11,11.79,2.97,0
20200806:0611,33.74,13.17,11.88,2.76,0
20200806:0711,92.2,21.56,13.27,2.21,0
20200806:0811,201.17,29.88,14.56,1.86,0
20200806:0911,409.14,37.68,15.67,1.38,0
20200806:1011,554.79,44.34,16.89,1.31,0
20200806:1111,664.18,49.04,18.16,1.45,0
20200806:1211,396.89,50.92,19.22,1.79,0
20200806:1311,339.73,49.52,19.99,1.93,0
20200806:1411,309.38,45.19,20.23,2.62,0
20200806:1511,459.57,38.77,20.05,3.1,0
20200806:1611,214.3,31.09,20.07,3.38,0
20200806:1711,102.84,22.82,19.99,3.1,0
20200806:1811,13.22,14.42,19.61,2.62,0
20200806:1911,17.33,6.28,18.66,2.83,0
20200806:2011,0,0,17.72,2.97,0
20200806:2111,0,0,17.02,3.1,0
20200806:2211,0,0,16.45,3.31,0
20200806:2311,0,0,15.7,3.52,0
20200807:0011,0,0,15.05,3.52,0
20200807:0111,0,0,14.47,3.45,0
20200807:0211,0,0,13.96,3.38,0
20200807:0311,0,0,13.72,3.31,0
20200807:0411,0,0,13.49,3.17,0
20200807:0511,10.03,4.89,13.41,2.9,0
20200807:0611,39.67,12.97,14.16,2.48,0
20200807:0711,106,21.35,15.77,2.62,0
20200807:0811,207.26,29.67,17.3,2.62,0
20200807:0911,224.21,37.46,18.09,2.97,0
20200807:1011,153.12,44.1,18.63,3.31,0
20200807:1111,549.67,48.78,19.49,3.52,0
20200807:1211,507.34,50.64,20.48,4.48,0
20200807:1311,618.97,49.24,20.59,4.41,0
20200807:1411,259.89,44.92,21.1,4.97,0
20200807:1511,293.72,38.51,21.11,4.97,0
20200807:1611,148.14,30.85,20.83,5.31,0
20200807:1711,120.94,22.58,20.4,5.31,0
20200807:1811,35.57,14.17,19.73,4.62,0
20200807:1911,15.05,6.04,18.79,4.21,0
20200807:2011,0,0,17.74,3.79,0
20200807:2111,0,0,16.94,3.45,0
20200807:2211,0,0,16.32,3.24,0
20200807:2311,0,0,15.42,3.1,0
20200808:0011,0,0,14.71,3.38,0
20200808:0111,0,0,13.88,3.66,0
20200808:0211,0,0,12.99,3.79,0
20200808:0311,0,0,12.29,4,0
20200808:0411,0,0,11.63,3.86,0
20200808:0511,11.86,4.67,11.08,3.17,0
20200808:0611,33.74,12.75,11.27,2.76,0
20200808:0711,100.03,21.14,11.55,3.1,0
20200808:0811,276.76,29.46,12.39,2.76,0
20200808:0911,440.25,37.23,13.06,2.28,0
20200808:1011,591.68,43.86,14,1.79,0
20200808:1111,605.84,48.51,14.74,1.72,0
20200808:1211,604.2,50.36,15.1,1.93,0
20200808:1311,738.87,48.96,15.43,2.21,0
20200808:1411,598.16,44.65,15.56,2.55,0
20200808:1511,484.95,38.26,15.48,2.83,0
20200808:1611,311.87,30.6,15.14,2.9,0
20200808:1711,127.26,22.33,14.7,2.9,0
20200808:1811,44.23,13.93,14.23,2.69,0
20200808:1911,16.42,5.78,13.55,2.41,0
20200808:2011,0,0,12.53,2,0
20200808:2111,0,0,11.63,1.86,0
20200808:2211,0,0,10.82,1.72,0
20200808:2311,0,0,9.94,1.72,0
20200809:0011,0,0,9.25,1.79,0
20200809:0111,0,0,8.93,1.93,0
20200809:0211,0,0,8.77,2.07,0
20200809:0311,0,0,8.63,2.14,0
20200809:0411,0,0,9.08,2.34,0
20200809:0511,3.65,4.45,9.84,2.34,0
20200809:0611,39.22,12.54,10.82,2.9,0
20200809:0711,104.63,20.93,11.72,3.79,0
20200809:0811,183.81,29.24,12.36,4,0
20200809:0911,367.59,37,12.81,4.07,0
20200809:1011,554.61,43.61,13.52,4.14,0
20200809:1111,563.95,48.25,13.75,4.07,0
20200809:1211,597.19,50.08,14,4,0
20200809:1311,469.56,48.68,14.31,4.21,0
20200809:1411,319.33,44.38,14.53,4.28,0
20200809:1511,174.84,37.99,14.55,4.21,0
20200809:1611,215.56,30.35,14.42,4.07,0
20200809:1711,113.8,22.08,14.04,3.93,0
20200809:1811,34.66,13.68,13.78,3.86,0
20200809:1911,14.14,5.53,13.39,3.66,0
20200809:2011,0,0,12.77,3.03,0
20200809:2111,0,0,12.34,2.9,0
20200809:2211,0,0,12.36,2.97,0
20200809:2311,0,0,12.36,2.97,0
20200810:0011,0,0,12.2,2.62,0
20200810:0111,0,0,12.08,2.83,0
20200810:0211,0,0,11.99,2.62,0
20200810:0311,0,0,11.99,2.48,0
20200810:0411,0,0,11.93,2.34,0
20200810:0511,4.1,4.23,11.92,2.28,0
20200810:0611,26.9,12.32,12.28,2.48,0
20200810:0711,86.12,20.72,13.06,3.1,0
20200810:0811,162.08,29.02,13.67,3.1,0
20200810:0911,248.73,36.77,14.32,3.1,0
20200810:1011,562,43.36,15.1,2.97,0
20200810:1111,642.04,47.97,15.71,3.17,0
20200810:1211,604.59,49.79,16.4,3.17,0
20200810:1311,672.35,48.39,16.87,2.9,0
20200810:1411,512.4,44.1,16.98,2.97,0
20200810:1511,238.03,37.72,16.97,3.03,0
20200810:1611,161.51,30.09,16.49,3.31,0
20200810:1711,91.11,21.83,15.78,3.24,0
20200810:1811,13.68,13.42,15.06,2.9,0
20200810:1911,8.66,5.27,14.38,2.83,0
20200810:2011,0,0,13.65,2.69,0
20200810:2111,0,0,13.17,2.41,0
20200810:2211,0,0,12.95,2.28,0
20200810:2311,0,0,12.89,2,0
20200811:0011,0,0,12.86,2.07,0
20200811:0111,0,0,12.44,2.07,0
20200811:0211,0,0,12.32,1.86,0
20200811:0311,0,0,12.31,1.52,0
20200811:0411,0,0,12.32,1.38,0
20200811:0511,1.37,4,12.5,1.86,0
20200811:0611,7.75,12.1,13.02,1.66,0
20200811:0711,56.26,20.5,13.57,2.76,0
20200811:0811,263.23,28.8,14.31,1.72,0
20200811:0911,71.82,36.54,14.63,1.1,0
20200811:1011,89.18,43.1,15.59,1.1,0
20200811:1111,451.31,47.7,16.53,1.17,0
20200811:1211,365.6,49.5,17.91,1.24,0
20200811:1311,267.72,48.09,18.55,1.38,0
20200811:1411,96.96,43.81,19.03,1.72,0
20200811:1511,47.88,37.45,19.19,1.79,0
20200811:1611,69.43,29.82,18.45,2.21,0
20200811:1711,109.73,21.57,17.8,2.28,0
20200811:1811,27.82,13.16,17.32,1.93,0
20200811:1911,12.77,5,16.84,1.45,0
20200811:2011,0,0,15.96,1.03,0
20200811:2111,0,0,15.44,1.38,0
20200811:2211,0,0,15,1.38,0
20200811:2311,0,0,14.69,0.62,0
20200812:0011,0,0,14.28,0.55,0
20200812:0111,0,0,14.2,0.69,0
20200812:0211,0,0,14.22,0.55,0
20200812:0311,0,0,14.19,0.41,0
20200812:0411,0,0,14.21,1.1,0
20200812:0511,8.66,3.77,14.3,1.17,0
20200812:0611,34.66,11.88,14.29,1.38,0
20200812:0711,106.9,20.28,14.66,1.59,0
20200812:0811,271.61,28.57,14.97,1.38,0
20200812:0911,450.73,36.3,15.57,1.52,0
20200812:1011,613.06,42.84,16.58,1.72,0
20200812:1111,666.2,47.42,17.05,2.14,0
20200812:1211,690.03,49.2,17.54,2.21,0
