time,G(i),H_sun,T2m,WS10m,Int
20200812:1311,718.93,47.79,18.18,2.21,0
20200812:1411,605.49,43.52,18.44,2.14,0
20200812:1511,474.25,37.17,18.48,1.66,0
20200812:1611,302.48,29.55,18.83,1.38,0
20200812:1711,123.23,21.3,19.2,1.52,0
20200812:1811,26.9,12.9,19.02,1.38,0
20200812:1911,12.31,4.73,18.18,1.38,0
20200812:2011,0,0,16.97,1.24,0
20200812:2111,0,0,15.78,1.52,0
20200812:2211,0,0,14.98,1.59,0
20200812:2311,0,0,14.5,1.59,0
20200813:0011,0,0,14.17,1.86,0
20200813:0111,0,0,14.36,2.41,0
20200813:0211,0,0,14.15,2.69,0
20200813:0311,0,0,13.93,3.45,0
20200813:0411,0,0,13.72,3.31,0
20200813:0511,6.38,3.54,13.67,3.31,0
20200813:0611,17.33,11.66,13.71,3.31,0
20200813:0711,56.26,20.06,13.94,4,0
20200813:0811,83.19,28.35,14.13,4.14,0
20200813:0911,95.16,36.06,14.34,4.55,0
20200813:1011,90.97,42.58,14.53,4.69,0
20200813:1111,109.53,47.13,14.7,4.48,0
20200813:1211,110.72,48.9,14.88,4.21,0
20200813:1311,129.28,47.49,14.99,4.21,0
20200813:1411,94.56,43.23,15.19,4.28,0
20200813:1511,106.53,36.89,15.13,4.21,0
20200813:1611,99.68,29.28,15.02,3.86,0
20200813:1711,70.71,21.03,14.74,3.72,0
20200813:1811,22.34,12.62,14.44,3.79,0
20200813:1911,2.74,4.46,13.78,3.79,0
20200813:2011,0,0,13.4,4.14,0
20200813:2111,0,0,13.21,3.93,0
20200813:2211,0,0,13.19,3.52,0
20200813:2311,0,0,13.14,3.45,0
20200814:0011,0,0,13.04,3.45,0
20200814:0111,0,0,12.98,3.59,0
20200814:0211,0,0,12.9,3.59,0
20200814:0311,0,0,12.76,3.59,0
20200814:0411,0,0,12.67,3.38,0
20200814:0511,1.82,3.31,12.61,3.17,0
20200814:0611,22.8,11.44,12.66,3.03,0
20200814:0711,61.33,19.84,12.44,2.97,0
20200814:0811,87.52,28.12,12.81,2.83,0
20200814:0911,109.89,35.82,12.98,2.55,0
20200814:1011,105.93,42.32,13.34,2.21,0
20200814:1111,148.35,46.84,14.34,2.07,0
20200814:1211,150.8,48.6,15.08,2.28,0
20200814:1311,157.33,47.18,15.52,2.76,0
20200814:1411,123.29,42.93,15.58,3.03,0
20200814:1511,149.8,36.6,15.14,2.97,0
20200814:1611,133.95,29,14.93,2.69,0
20200814:1711,85.58,20.76,14.65,2.28,0
20200814:1811,20.52,12.35,14.39,2.07,0
20200814:1911,2.74,4.18,13.89,2,0
20200814:2011,0,0,13.41,1.66,0
20200814:2111,0,0,12.84,1.38,0
20200814:2211,0,0,12.27,1.38,0
20200814:2311,0,0,11.69,1.1,0
20200815:0011,0,0,11.55,1.17,0
20200815:0111,0,0,11.68,1.45,0
20200815:0211,0,0,11.52,1.59,0
20200815:0311,0,0,11.78,1.52,0
20200815:0411,0,0,11.49,1.52,0
20200815:0511,0.91,3.08,11.65,1.45,0
20200815:0611,19.61,11.21,12.09,1.79,0
20200815:0711,60.15,19.61,12.15,1.72,0
20200815:0811,98.64,27.89,12.59,1.86,0
20200815:0911,109.9,35.57,13.15,1.79,0
20200815:1011,116.71,42.05,13.96,1.72,0
20200815:1111,132.87,46.55,14.54,1.66,0
20200815:1211,145.42,48.29,15.6,1.72,0
20200815:1311,149.58,46.87,16.52,2.21,0
20200815:1411,122.69,42.62,16.72,2.69,0
20200815:1511,167.38,36.31,16.69,2.9,0
20200815:1611,128.72,28.72,16.1,3.45,0
20200815:1711,85.12,20.48,15.26,3.66,0
20200815:1811,24.17,12.07,14.6,3.38,0
20200815:1911,3.65,3.89,14.04,2.97,0
20200815:2011,0,0,13.59,2.69,0
20200815:2111,0,0,13.15,2.28,0
20200815:2211,0,0,12.94,2.21,0
20200815:2311,0,0,12.81,2,0
20200816:0011,0,0,12.58,2.14,0
20200816:0111,0,0,12.35,2.48,0
20200816:0211,0,0,12.17,2.55,0
20200816:0311,0,0,12.16,2.69,0
20200816:0411,0,0,12.08,2.48,0
20200816:0511,0.91,2.84,12.07,2.83,0
20200816:0611,5.47,10.98,12.12,3.24,0
20200816:0711,17.36,19.39,12.27,2.9,0
20200816:0811,99.47,27.66,12.65,3.17,0
20200816:0911,111.12,35.33,13.11,3.38,0
20200816:1011,77.8,41.79,13.36,3.24,0
20200816:1111,112.52,46.26,13.77,3.31,0
20200816:1211,101.74,47.97,14.05,3.66,0
20200816:1311,129.28,46.55,14.25,3.66,0
20200816:1411,86.78,42.31,14.35,3.66,0
20200816:1511,164.59,36.01,14.16,3.59,0
20200816:1611,89.37,28.43,13.99,3.45,0
20200816:1711,60.82,20.19,13.57,3.24,0
20200816:1811,22.34,11.78,13.29,3.17,0
20200816:1911,1.37,3.6,12.67,2.97,0
20200816:2011,0,0,12.42,2.83,0
20200816:2111,0,0,12.28,2.76,0
20200816:2211,0,0,12.2,2.69,0
20200816:2311,0,0,12.19,2.62,0
20200817:0011,0,0,12.12,2.55,0
20200817:0111,0,0,12.15,3.1,0
20200817:0211,0,0,12.22,3.31,0
20200817:0311,0,0,12.17,2.97,0
20200817:0411,0,0,12.3,3.17,0
20200817:0511,0.91,2.6,12.36,3.17,0
20200817:0611,27.36,10.75,12.55,3.45,0
20200817:0711,14.36,19.16,12.31,4.21,0
20200817:0811,43.69,27.42,12.5,4.48,0
20200817:0911,35.91,35.08,12.69,4.9,0
20200817:1011,70.62,41.51,12.8,4.83,0
20200817:1111,66.43,45.96,13.19,5.17,0
20200817:1211,64.04,47.66,13.48,4.97,0
20200817:1311,84.99,46.23,13.57,4.55,0
20200817:1411,87.38,42,13.8,3.72,0
20200817:1511,57.46,35.71,13.78,3.03,0
20200817:1611,49.08,28.13,13.95,2.21,0
20200817:1711,52.67,19.9,14.08,1.17,0
20200817:1811,31.01,11.5,14.26,0.34,0
20200817:1911,5.47,3.31,14.43,0.55,0
20200817:2011,0,0,14.4,0.21,0
20200817:2111,0,0,14.25,0.41,0
20200817:2211,0,0,14.17,0.76,0
20200817:2311,0,0,13.99,1.03,0
20200818:0011,0,0,13.67,1.17,0
20200818:0111,0,0,12.93,1.17,0
20200818:0211,0,0,12.6,1.03,0
20200818:0311,0,0,12.34,0.9,0
20200818:0411,0,0,12.22,1.03,0
20200818:0511,0,0,12.05,1.1,0
20200818:0611,11.4,10.52,12.64,1.66,0
20200818:0711,84.2,18.93,12.92,1.86,0
20200818:0811,102.85,27.18,13.58,1.93,0
20200818:0911,113.37,34.82,15.05,1.93,0
20200818:1011,98.75,41.24,16.28,2,0
20200818:1111,275.37,45.66,16.88,2.21,0
20200818:1211,162.38,47.34,17.29,2.62,0
20200818:1311,70.62,45.91,17.57,3.03,0
20200818:1411,136.38,41.68,17.54,3.38,0
20200818:1511,49.08,35.4,17.46,3.1,0
20200818:1611,140.55,27.84,16.86,2.55,0
20200818:1711,18.55,19.61,16.21,1.59,0
20200818:1811,34.66,11.2,16.21,1.38,0
20200818:1911,0.91,3.01,15.6,0.83,0
20200818:2011,0,0,14.77,1.38,0
20200818:2111,0,0,14.12,1.79,0
20200818:2211,0,0,13.92,2.28,0
20200818:2311,0,0,13.8,2.41,0
20200819:0011,0,0,13.59,2.34,0
20200819:0111,0,0,13.31,2.21,0
20200819:0211,0,0,13.17,1.93,0
20200819:0311,0,0,12.97,1.79,0
20200819:0411,0,0,13.24,1.45,0
20200819:0511,0,0,13.29,1.24,0
20200819:0611,19.61,10.29,13.71,0.97,0
20200819:0711,76.44,18.7,14.23,1.17,0
20200819:0811,137.42,26.95,15.19,1.24,0
20200819:0911,232.27,34.57,15.98,1.1,0
20200819:1011,485.28,40.96,16.66,1.93,0
20200819:1111,59.85,45.36,17.41,2.9,0
20200819:1211,686.27,47.02,17.52,3.59,0
20200819:1311,177.07,45.58,17.5,4.14,0
20200819:1411,368.14,41.36,17.72,4.55,0
20200819:1511,433.22,35.09,17.51,4.9,0
20200819:1611,192.86,27.53,17.13,4.83,0
20200819:1711,82.54,19.31,17.03,4.76,0
20200819:1811,20.06,10.9,16.61,4.28,0
20200819:1911,0.91,2.71,15.82,5.1,0
20200819:2011,0,0,15.32,5.45,0
20200819:2111,0,0,15.29,6.21,0
20200819:2211,0,0,15.37,6.07,0
20200819:2311,0,0,15.52,6.07,0
20200820:0011,0,0,15.6,5.79,0
20200820:0111,0,0,15.67,5.45,0
20200820:0211,0,0,16.13,5.72,0
20200820:0311,0,0,16.52,5.52,0
20200820:0411,0,0,16.69,6.76,0
20200820:0511,0,0,14.58,8,0
20200820:0611,30.55,10.05,13.45,6.62,0
20200820:0711,105.04,18.46,14.46,5.38,0
20200820:0811,200.27,26.71,15.43,4.97,0
20200820:0911,280.65,34.31,16.7,6.83,0
20200820:1011,238.46,40.68,17.62,6.28,0
20200820:1111,335.6,45.05,18.48,5.86,0
20200820:1211,83.19,46.69,19.08,5.79,0
20200820:1311,361.71,45.25,19.16,5.38,0
20200820:1411,433.99,41.04,19.01,5.31,0
20200820:1511,131.74,34.78,19.1,4.83,0
20200820:1611,256.09,27.23,18.97,4.76,0
20200820:1711,112.85,19.01,18.82,4.55,0
20200820:1811,23.26,10.6,18.35,4.9,0
20200820:1911,2.74,2.4,17.5,4.34,0
20200820:2011,0,0,16.76,4.34,0
20200820:2111,0,0,16.31,4.48,0
20200820:2211,0,0,16.2,4.55,0
20200820:2311,0,0,16,4.48,0
20200821:0011,0,0,15.7,4.55,0
20200821:0111,0,0,15.43,4.76,0
20200821:0211,0,0,15.14,5.24,0
20200821:0311,0,0,14.73,5.66,0
20200821:0411,0,0,14.49,6.14,0
20200821:0511,0,0,14.49,6.62,0
20200821:0611,30.1,9.82,14.59,6.41,0
20200821:0711,84.27,18.23,14.04,5.52,0
20200821:0811,93.57,26.46,14.8,5.17,0
20200821:0911,62.84,34.05,15.02,5.79,0
20200821:1011,59.85,40.4,14.6,7.24,0
20200821:1111,143.75,44.74,15.27,8.48,0
20200821:1211,187.29,46.36,16.46,8.9,0
20200821:1311,182.33,44.91,16.64,9.31,0
20200821:1411,78.4,40.71,16.51,8.14,0
20200821:1511,64.64,34.46,17.22,7.52,0
20200821:1611,58.65,26.92,16.65,8,0
20200821:1711,76.7,18.71,16.24,6.97,0
20200821:1811,5.02,10.3,16.02,8.34,0
20200821:1911,0,0,15.8,7.59,0
20200821:2011,0,0,15.33,7.03,0
20200821:2111,0,0,14.95,6.41,0
20200821:2211,0,0,14.65,6.28,0
20200821:2311,0,0,14.19,6.28,0
20200822:0011,0,0,13.87,6.28,0
20200822:0111,0,0,13.58,6.07,0
20200822:0211,0,0,13.11,5.72,0
20200822:0311,0,0,12.63,5.45,0
20200822:0411,0,0,12.44,5.38,0
20200822:0511,0,0,12.19,5.03,0
20200822:0611,29.64,9.58,12.23,4.97,0
20200822:0711,87.71,17.99,13.08,5.17,0
20200822:0811,269.41,26.22,13.77,5.79,0
20200822:0911,358.94,33.79,14.38,6.55,0
20200822:1011,258.15,40.11,14.82,6.14,0
20200822:1111,285.28,44.43,15.36,6.69,0
20200822:1211,378.51,46.03,15.94,6.41,0
20200822:1311,654.55,44.57,16.17,6.21,0
20200822:1411,488.71,40.37,16.17,5.59,0
20200822:1511,485.05,34.13,16.32,5.52,0
20200822:1611,303.39,26.6,16.1,4.83,0
20200822:1711,118.51,18.4,15.86,4.76,0
20200822:1811,29.18,9.99,15.24,3.72,0
20200822:1911,0,0,14.8,3.52,0
20200822:2011,0,0,13.87,3.45,0
20200822:2111,0,0,13.1,3.52,0
20200822:2211,0,0,12.64,3.66,0
20200822:2311,0,0,12.26,3.93,0
20200823:0011,0,0,11.99,4.34,0
20200823:0111,0,0,11.94,4.76,0
20200823:0211,0,0,11.93,4.9,0
20200823:0311,0,0,11.77,4.9,0
20200823:0411,0,0,11.53,4.76,0
20200823:0511,0,0,11.4,4.55,0
20200823:0611,10.03,9.34,11.35,4.41,0
20200823:0711,101.15,17.75,12.09,4.34,0
20200823:0811,155.34,25.97,12.77,4.28,0
20200823:0911,226.21,33.53,13.38,3.93,0
20200823:1011,198.48,39.82,14.03,3.86,0
20200823:1111,95.16,44.11,13.8,3.24,0
20200823:1211,142.54,45.69,13.68,2.62,0
20200823:1311,138.93,44.23,13.57,2.55,0
20200823:1411,88.58,40.04,13.06,1.52,0
20200823:1511,105.85,33.81,12.99,1.31,0
20200823:1611,64.64,26.29,12.86,0.62,0
20200823:1711,75.68,18.08,12.73,0.34,0
20200823:1811,9.12,9.67,12.44,0.55,0
20200823:1911,0,0,11.6,0.83,0
20200823:2011,0,0,11.21,1.1,0
20200823:2111,0,0,11,1.31,0
20200823:2211,0,0,10.86,1.24,0
20200823:2311,0,0,10.75,1.17,0
20200824:0011,0,0,10.63,0.97,0
20200824:0111,0,0,10.63,0.76,0
20200824:0211,0,0,10.35,0.83,0
20200824:0311,0,0,10.29,1.03,0
20200824:0411,0,0,10.2,1.24,0
20200824:0511,0,0,10.21,1.72,0
20200824:0611,22.8,9.1,10.07,2.41,0
20200824:0711,44.29,17.51,10,2.28,0
20200824:0811,94.37,25.72,9.87,2.55,0
20200824:0911,130.22,33.26,9.88,2.9,0
20200824:1011,216.36,39.53,9.8,3.52,0
20200824:1111,149.35,43.8,9.94,3.52,0
20200824:1211,221.75,45.35,10.21,3.31,0
20200824:1311,162.83,43.89,10.7,3.17,0
20200824:1411,107.73,39.69,10.83,2.97,0
20200824:1511,157.8,33.48,11.07,2.69,0
20200824:1611,149.37,25.96,11.11,2.76,0
20200824:1711,117.64,17.76,11.14,2.76,0
20200824:1811,28.73,9.35,11.04,3.03,0
20200824:1911,0,0,10.73,2.97,0
20200824:2011,0,0,9.93,2.76,0
20200824:2111,0,0,9.55,2.69,0
20200824:2211,0,0,9.24,2.62,0
20200824:2311,0,0,9.27,2.62,0
20200825:0011,0,0,9.28,2.9,0
20200825:0111,0,0,9.58,2.97,0
20200825:0211,0,0,9.81,3.17,0
20200825:0311,0,0,10.13,3.72,0
20200825:0411,0,0,10.5,4.55,0
20200825:0511,0,0,11.03,5.45,0
20200825:0611,22.8,8.86,11.46,6.07,0
20200825:0711,24.54,17.27,11.64,6.21,0
20200825:0811,32.32,25.47,12.02,6.62,0
20200825:0911,45.49,32.99,12.29,7.1,0
20200825:1011,55.66,39.24,12.47,8,0
20200825:1111,73.02,43.47,12.62,8.62,0
20200825:1211,77.21,45.01,12.69,8.76,0
20200825:1311,52.07,43.54,12.87,7.66,0
20200825:1411,61.05,39.35,12.95,7.17,0
20200825:1511,110.03,33.14,13,6.76,0
20200825:1611,96.01,25.64,13.01,6.21,0
20200825:1711,62.02,17.44,13.11,5.86,0
20200825:1811,15.05,9.03,13.05,5.38,0
20200825:1911,0,0,13.17,6,0
20200825:2011,0,0,13.05,6.55,0
20200825:2111,0,0,12.85,7.31,0
20200825:2211,0,0,12.55,8.62,0
20200825:2311,0,0,12.37,8.48,0
20200826:0011,0,0,12.13,8.55,0
20200826:0111,0,0,11.83,8.62,0
20200826:0211,0,0,11.62,8.48,0
20200826:0311,0,0,11.46,7.93,0
20200826:0411,0,0,11.45,6.97,0
20200826:0511,0,0,11.31,6.21,0
20200826:0611,4.1,8.62,11.19,5.52,0
20200826:0711,57.92,17.02,11.3,5.38,0
20200826:0811,130.75,25.22,11.29,4.83,0
20200826:0911,214.28,32.72,11.36,4.34,0
20200826:1011,156.5,38.94,11.63,4.41,0
20200826:1111,273.27,43.15,11.84,3.86,0
20200826:1211,124.49,44.66,11.82,3.17,0
20200826:1311,73.62,43.18,11.71,2.41,0
20200826:1411,84.99,39,11.74,1.66,0
20200826:1511,76.01,32.8,11.81,0.9,0
20200826:1611,74.81,25.31,11.85,0.62,0
20200826:1711,46.68,17.12,11.83,0.9,0
20200826:1811,19.15,8.71,11.69,1.45,0
20200826:1911,0,0,11.02,1.72,0
20200826:2011,0,0,10.45,1.93,0
20200826:2111,0,0,10.38,2,0
20200826:2211,0,0,10.4,2,0
20200826:2311,0,0,10.41,1.86,0
20200827:0011,0,0,10.3,1.66,0
20200827:0111,0,0,9.95,1.66,0
20200827:0211,0,0,9.77,1.66,0
20200827:0311,0,0,9.7,1.79,0
20200827:0411,0,0,9.58,1.86,0
20200827:0511,0,0,9.59,1.93,0
20200827:0611,4.56,8.37,10.07,2.28,0
20200827:0711,50.83,16.78,10.56,2.34,0
20200827:0811,67.03,24.97,11.21,2.83,0
20200827:0911,118.51,32.45,11.97,3.52,0
20200827:1011,198.58,38.65,12.64,4,0
20200827:1111,123.29,42.82,13.19,4.48,0
20200827:1211,120.9,44.32,13.18,4.55,0
20200827:1311,158.26,42.83,13.59,4.55,0
20200827:1411,92.17,38.65,13.29,4.62,0
20200827:1511,109.51,32.46,12.73,4.83,0
20200827:1611,79.98,24.97,11.94,4.83,0
20200827:1711,30.52,16.79,11.48,4.83,0
20200827:1811,5.47,8.38,11.44,5.17,0
20200827:1911,0,0,11.25,4.9,0
20200827:2011,0,0,11.35,5.45,0
20200827:2111,0,0,11.35,5.72,0
20200827:2211,0,0,11.27,5.86,0
20200827:2311,0,0,11.18,6.62,0
20200828:0011,0,0,11.19,6.9,0
20200828:0111,0,0,10.86,7.1,0
20200828:0211,0,0,10.48,7.24,0
20200828:0311,0,0,10.19,6.83,0
20200828:0411,0,0,9.98,6.83,0
20200828:0511,0,0,9.83,6.62,0
20200828:0611,11.86,8.12,10.03,6.14,0
20200828:0711,36.51,16.53,10.34,6.48,0
20200828:0811,89.24,24.71,10.49,7.31,0
20200828:0911,88.58,32.18,10.59,8.07,0
20200828:1011,90.37,38.34,10.63,8.34,0
20200828:1111,71.82,42.5,10.48,8.34,0
20200828:1211,465.7,43.97,10.65,8.34,0
20200828:1311,434.98,42.47,10.45,7.79,0
20200828:1411,429.49,38.3,10.68,8,0
20200828:1511,233.31,32.12,11.07,8.28,0
20200828:1611,174.83,24.64,11.14,8.07,0
20200828:1711,107.24,16.46,11.06,7.72,0
20200828:1811,14.14,8.05,10.87,7.31,0
20200828:1911,0,0,10.52,6.48,0
20200828:2011,0,0,9.98,6.41,0
20200828:2111,0,0,9.8,6.97,0
20200828:2211,0,0,9.52,6.97,0
20200828:2311,0,0,9.3,6.76,0
20200829:0011,0,0,8.96,6.76,0
20200829:0111,0,0,8.82,6.62,0
20200829:0211,0,0,8.84,6.69,0
20200829:0311,0,0,8.53,6.41,0
20200829:0411,0,0,8.22,6.14,0
20200829:0511,0,0,8.03,5.93,0
20200829:0611,23.71,7.88,7.85,5.79,0
20200829:0711,67.23,16.29,8.22,6.76,0
20200829:0811,93.37,24.45,8.62,7.38,0
20200829:0911,280.69,31.9,9.48,7.79,0
20200829:1011,235.14,38.04,10.31,7.79,0
20200829:1111,471.44,42.16,10.75,7.79,0
20200829:1211,404.96,43.61,11.02,7.66,0
20200829:1311,176.42,42.11,10.98,7.31,0
20200829:1411,285.09,37.94,11.27,6.97,0
20200829:1511,386.73,31.77,11.53,6.9,0
20200829:1611,322.98,24.3,11.31,6.48,0
20200829:1711,98.74,16.12,11.11,6.07,0
20200829:1811,21.89,7.71,10.81,5.66,0
20200829:1911,0,0,9.97,4.9,0
20200829:2011,0,0,9.44,4.62,0
20200829:2111,0,0,9.14,4.48,0
20200829:2211,0,0,9.03,4.34,0
20200829:2311,0,0,8.68,4.07,0
20200830:0011,0,0,8.4,3.72,0
20200830:0111,0,0,7.9,3.38,0
20200830:0211,0,0,7.81,3.1,0
20200830:0311,0,0,7.74,2.9,0
20200830:0411,0,0,7.43,2.69,0
20200830:0511,0,0,7.23,2.55,0
20200830:0611,14.14,7.63,7,2.48,0
20200830:0711,136.97,16.04,7.83,2.48,0
20200830:0811,329.59,24.19,8.93,2.97,0
20200830:0911,394.4,31.62,9.79,2.97,0
20200830:1011,439.51,37.74,10.62,2.9,0
20200830:1111,714.4,41.83,11.47,2.9,0
20200830:1211,369.97,43.26,12.09,2.9,0
20200830:1311,275.16,41.74,12.5,2.62,0
20200830:1411,301.25,37.58,12.65,2.34,0
20200830:1511,220.31,31.42,12.59,1.86,0
20200830:1611,203.34,23.95,12.53,1.45,0
20200830:1711,83.75,15.78,12.35,1.03,0
20200830:1811,17.78,7.38,11.98,0.83,0
20200830:1911,0,0,11.32,1.31,0
20200830:2011,0,0,10.74,1.45,0
20200830:2111,0,0,10.19,1.45,0
20200830:2211,0,0,9.55,1.45,0
20200830:2311,0,0,8.94,1.45,0
20200831:0011,0,0,8.56,1.38,0
20200831:0111,0,0,8.22,1.38,0
20200831:0211,0,0,7.61,1.59,0
20200831:0311,0,0,7.84,1.52,0
20200831:0411,0,0,7.96,1.59,0
20200831:0511,0,0,7.83,1.79,0
20200831:0611,21.43,7.38,7.78,1.72,0
20200831:0711,132.53,15.79,8.78,1.45,0
20200831:0811,293.38,23.93,10.28,1.52,0
20200831:0911,526.98,31.34,11.44,1.86,0
20200831:1011,622.34,37.43,12.59,2.28,0
20200831:1111,498.16,41.49,13.05,2.34,0
20200831:1211,285.63,42.9,13.4,2.41,0
20200831:1311,172.3,41.38,13.69,2.62,0
20200831:1411,284.24,37.21,13.9,2.83,0
20200831:1511,172.34,31.06,13.83,2.9,0
20200831:1611,154.41,23.61,13.58,2.97,0
20200831:1711,81.17,15.44,13.22,2.62,0
20200831:1811,18.24,7.03,12.73,2.62,0
20200831:1911,0,0,12.08,2.41,0
20200831:2011,0,0,11.16,2.41,0
20200831:2111,0,0,10.19,2.34,0
20200831:2211,0,0,9.34,2.41,0
20200831:2311,0,0,8.66,2.41,0
20200901:0011,0,0,8.2,2.34,0
20200901:0111,0,0,7.88,2.41,0
20200901:0211,0,0,7.61,2.48,0
20200901:0311,0,0,7.46,2.55,0
20200901:0411,0,0,7.46,2.69,0
20200901:0511,0,0,7.72,2.83,0
20200901:0611,19.61,7.13,8.32,2.83,0
20200901:0711,141.5,15.53,8.97,2.83,0
20200901:0811,343.03,23.67,10.83,2.83,0
20200901:0911,536.4,31.06,12.66,3.38,0
20200901:1011,699.17,37.12,13.81,3.66,0
20200901:1111,203.27,41.15,14.75,3.86,0
20200901:1211,659.71,42.54,15.46,3.66,0
20200901:1311,269.62,41.01,15.56,3.38,0
20200901:1411,106.53,36.85,15.73,3.52,0
20200901:1511,165.77,30.7,15.44,3.17,0
20200901:1611,140.06,23.26,15.19,3.17,0
20200901:1711,62.25,15.1,15.16,3.31,0
20200901:1811,12.77,6.69,14.57,3.52,0
20200901:1911,0,0,13.77,3.45,0
20200901:2011,0,0,13.3,3.72,0
20200901:2111,0,0,12.87,4,0
20200901:2211,0,0,12.18,4.28,0
20200901:2311,0,0,11.85,4.34,0
20200902:0011,0,0,11.57,4.55,0
20200902:0111,0,0,12.1,4.76,0
20200902:0211,0,0,12.19,5.03,0
20200902:0311,0,0,12.46,5.17,0
20200902:0411,0,0,12.58,5.17,0
20200902:0511,0,0,12.8,5.1,0
20200902:0611,19.15,6.88,12.98,5.24,0
20200902:0711,85.33,15.28,13.2,5.79,0
20200902:0811,201.67,23.4,13.69,5.59,0
20200902:0911,63.44,30.78,14.31,6.41,0
20200902:1011,126.91,36.81,14.36,5.52,0
20200902:1111,111.92,40.81,14.42,6.14,0
20200902:1211,128.92,42.17,14.14,6.21,0
20200902:1311,68.23,40.63,13.82,6.41,0
20200902:1411,64.64,36.48,13.34,6.76,0
20200902:1511,45.49,30.34,13.3,6.97,0
20200902:1611,54.46,22.91,13.77,6.9,0
20200902:1711,83.12,14.75,14.01,6.97,0
20200902:1811,8.66,6.34,14,7.24,0
20200902:1911,0,0,14.02,7.31,0
20200902:2011,0,0,14.31,7.03,0
20200902:2111,0,0,14.79,6.62,0
20200902:2211,0,0,15.1,6.41,0
20200902:2311,0,0,15.21,5.66,0
20200903:0011,0,0,15.35,5.59,0
20200903:0111,0,0,15.36,5.52,0
20200903:0211,0,0,15.4,4.97,0
20200903:0311,0,0,14.62,4.76,0
20200903:0411,0,0,13.55,4.34,0
20200903:0511,0,0,12.87,3.86,0
20200903:0611,15.5,6.62,12.58,3.93,0
20200903:0711,109.68,15.02,13.5,4.62,0
20200903:0811,311.88,23.14,13.88,4.55,0
20200903:0911,463.81,30.49,14.69,6.55,0
20200903:1011,304.42,36.49,15.53,6.83,0
20200903:1111,453.54,40.47,16.1,6.76,0
20200903:1211,408.66,41.81,15.81,6.07,0
20200903:1311,585.83,40.26,15.6,6.14,0
20200903:1411,515.91,36.11,15.5,6.07,0
20200903:1511,424.87,29.98,15.71,6.28,0
20200903:1611,113.04,22.55,15.38,6.34,0
20200903:1711,89.92,14.4,14.54,6.28,0
20200903:1811,16.87,6,13.83,6,0
20200903:1911,0,0,13.56,5.66,0
20200903:2011,0,0,12.7,5.52,0
20200903:2111,0,0,12.05,5.59,0
20200903:2211,0,0,11.5,5.52,0
20200903:2311,0,0,11.19,5.45,0
20200904:0011,0,0,11,5.45,0
20200904:0111,0,0,10.78,5.38,0
20200904:0211,0,0,10.69,5.52,0
20200904:0311,0,0,10.63,5.59,0
20200904:0411,0,0,10.57,5.59,0
20200904:0511,0,0,10.61,5.66,0
20200904:0611,11.4,6.37,10.61,5.52,0
20200904:0711,96.53,14.77,11.28,5.52,0
20200904:0811,129.95,22.87,12.02,6.83,0
20200904:0911,106.87,30.2,12.67,7.24,0
20200904:1011,255.11,36.18,12.89,6.69,0
20200904:1111,444.91,40.13,13.15,7.66,0
20200904:1211,388.37,41.44,13.09,7.24,0
20200904:1311,122.96,39.88,13.2,7.79,0
20200904:1411,476.03,35.73,13.2,7.31,0
20200904:1511,403.82,29.62,12.84,7.24,0
20200904:1611,320.53,22.2,12.84,6.76,0
20200904:1711,133.2,14.05,12.21,6,0
20200904:1811,15.5,5.64,11.74,6.62,0
20200904:1911,0,0,11.33,6.21,0
20200904:2011,0,0,10.75,6.28,0
20200904:2111,0,0,10.33,6.21,0
20200904:2211,0,0,10.02,6.14,0
20200904:2311,0,0,9.86,6.14,0
20200905:0011,0,0,9.62,6.07,0
20200905:0111,0,0,9.37,6.14,0
20200905:0211,0,0,9.28,6.21,0
20200905:0311,0,0,9.11,6.21,0
20200905:0411,0,0,9.01,6.21,0
20200905:0511,0,0,8.91,6.14,0
20200905:0611,14.14,6.11,8.8,6.07,0
20200905:0711,144.48,14.51,9.32,5.66,0
20200905:0811,305.79,22.6,10.21,7.31,0
20200905:0911,297.55,29.91,11.03,6.9,0
20200905:1011,506.61,35.86,11.92,6.69,0
20200905:1111,611.4,39.78,12.19,6.28,0
20200905:1211,726.24,41.07,12.87,6.62,0
20200905:1311,730,39.5,13.16,6.69,0
20200905:1411,447.41,35.36,13.12,6.48,0
20200905:1511,372.81,29.25,13.25,6.41,0
20200905:1611,293.43,21.84,13,5.93,0
20200905:1711,70.28,13.7,12.4,5.24,0
20200905:1811,11.86,5.29,11.7,4.83,0
20200905:1911,0,0,11.01,4.48,0
20200905:2011,0,0,10.4,4.14,0
20200905:2111,0,0,10.31,4.14,0
20200905:2211,0,0,10.2,3.93,0
20200905:2311,0,0,10.2,3.72,0
20200906:0011,0,0,10.2,3.45,0
20200906:0111,0,0,10.1,3.24,0
20200906:0211,0,0,10.04,3.1,0
20200906:0311,0,0,9.71,2.97,0
20200906:0411,0,0,9.66,2.69,0
20200906:0511,0,0,9.57,2.41,0
20200906:0611,15.96,5.86,9.46,2.07,0
20200906:0711,67.2,14.25,9.64,2.14,0
20200906:0811,161.23,22.33,10.15,2.28,0
20200906:0911,175.79,29.62,10.71,2.34,0
20200906:1011,107.73,35.54,11.15,2.14,0
20200906:1111,494.14,39.43,11.52,2.07,0
20200906:1211,260.64,40.7,11.86,1.93,0
20200906:1311,407.94,39.12,11.75,1.79,0
20200906:1411,388.24,34.98,12.14,1.38,0
20200906:1511,424.03,28.88,12.19,1.45,0
